Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify_streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
HOLA PERDIDA,HOLA PERDIDA,Luck Ra,1/5/2024,CLPP22300118,732,56.6,110573724,"10,663",17155186,69,"143,032,680","568,468",,641,"6,600","980,054,248",11,"6,287",,29,"508,330",2,"17,295",37,,"135,309",,0
Better,Better,Khalid,9/14/2018,USRC11803179,736,56.5,1355539058,"108,485",20494060,72,"1,260,752,640","6,104,356","481,790","128,052,245","1,105,088,867","954,537,813",160,,193,45,"816,136",37,"525,201,971","193,586",,"6,630,901",,0
I Don't Care (with Justin Bieber),I Don't Care (with Justin Bieber),Ed Sheeran,5/10/2019,GBAHS1900672,735,56.5,1816356140,"156,748",74047669,70,"1,095,859,229","11,144,552","209,758","24,824,442","246,666,552","2,108,390,436",46,"404,463",224,185,"402,505",83,,,,,,1
Substitution,Substitution,Purple Disco Machine,3/30/2023,DEE862300093,737,56.4,218035732,"36,861",48220875,72,"87,739,719","494,331","47,655","2,485,202","61,830,611","458,712,418",74,"247,253",5,84,"2,315,638",44,"31,259",76,,"3,546,222",,0
Automotivo Bibi Fogosa,Automotivo Bibi Fogosa,Bibi Babydoll,5/19/2023,QZMZ92361338,739,56.4,267867000,"47,406",32423214,36,"109,440,296","1,722,866","796,000","207,462,897","1,908,916,908",407,6,272,1,13,"298,723",7,,,845,"3,212,495",,1
MERCHO,MERCHO,LiL CaKe,12/16/2022,ARF102200411,738,56.4,366462735,"52,345",27129754,67,"184,622,271","842,979","1,617,600","191,086,404","2,944,174,250","5,649,989",29,"23,573",,31,"257,981",27,,,,"769,452",,0
Silence,Silence,Marshmello,8/11/2017,USRC11701901,741,56.3,1592440653,"188,349",52573571,77,"783,959,373","6,101,966","1,101,293","107,580,637","807,230,686","243,663,431",142,"29,628",218,66,"494,840",51,"334,480,164","109,497","73,157,570","8,572,710",,0
Miï¿½ï¿½n,Miï¿½ï¿½n,TINI,4/29/2021,USHR12141512,742,56.3,723722454,"79,670",35967048,73,"869,498,397","4,948,905","916,770","122,604,577","1,607,695,575","166,684,466",80,"28,464",170,29,"394,359",64,"6,768,367","3,258",,"1,358,270",,0
Trap Queen,Trap Queen,Fetty Wap,12/15/2014,QM7XC1400004,744,56.2,1182373720,"201,337",36698633,70,"1,260,463,421","8,611,729","319,849","50,946,038","414,475,658","370,912,165",178,"34,082",208,46,"267,686",29,,,"205,958,155","9,253,461",,1
Sign of the Times,Sign of the Times,Harry Styles,4/7/2017,USSM11703595,743,56.2,1532653504,"191,817",85380382,76,"1,799,935,129","15,452,150","241,402","80,177,249","500,970,525","1,650,960,443",147,"42,284",38,95,"2,122,787",67,"68,085,051","78,588","1,343,224","18,327,076",,0
METAMORPHOSIS,METAMORPHOSIS,INTERWORLD,11/25/2021,QZS642102633,746,56.2,624007138,"88,566",48503856,76,"300,340,121","3,913,127","386,544","202,072,663","2,052,187,356","129,187,266",17,288,,4,"105,339",9,"2,406,709","5,823","34,791,272","2,577,920",,1
Botella Tras Botella,Botella Tras Botella,Gera MX,4/23/2021,MXUM62100001,747,56.2,647496971,"72,494",22027404,71,"895,962,908","7,617,641","354,200","41,756,321","396,552,302","20,964,348",63,"17,408",144,26,"1,707,077",63,"83,951,107","44,360",,"2,239,738",,0
"Me, Myself & I","Me, Myself & I",G-Eazy,10/14/2015,USRC11502210,745,56.2,1280838046,"174,312",39798446,73,"807,688,972","6,060,762","8,981,813","72,353,082","439,764,052","402,411,855",106,"3,613",,49,"200,919",6,"610,892,547","348,211",,"10,221,814",,1
"Steal The Show - From Elemental""""""""","Steal The Show (From Elemental"""")""""",Lauv,6/2/2023,USWD12326770,749,56.1,117717973,"20,157",12372416,68,"198,045,947","1,142,920","1,101,758","32,704,079","409,104,776","45,005,060",56,"3,019",,2,"19,049",15,"1,551,964","6,140","358,836","1,696,007",,0
Piel,Piel,Tiago PZK,2/1/2024,USWL12400226,748,56.1,128833634,"6,815",48721232,79,"114,263,622","572,164",,"2,444,806","31,395,017","886,851,471",10,"5,365",75,23,"3,206,502",19,"100,637",199,,"307,811",,1
Pasoori,Pasoori,Shae Gill,2/6/2022,FR10S2289473,750,56.1,346971014,"37,940",6753521,65,"928,440,031","9,495,255",627,"225,218","2,638,039","236,473,638",17,"3,701",,1,"1,097",7,,,,"673,415",,0
the boy is mine,eternal sunshine,Ariana Grande,3/8/2024,USUM72317268,752,56.0,175336290,"8,386",79812251,80,"44,458,370","1,448,800",225,"397,044","3,842,071","297,433,202",46,"4,569",18,18,"1,000,937",52,"1,253,330","1,313","873,706","209,987",,1
When We Were Young (The Logical Song),When We Were Young (The Logical Song),David Guetta,11/10/2023,UKWLG2300117,754,55.9,158952262,"20,712",61778572,3,"31,073,689","328,486",,,,"1,644,370,622",48,"102,033",363,73,"3,521,094",52,"2,844,763",121,"805,036","1,754,057",,0
Lay Low,Lay Low,Tiï¿½ï¿,1/6/2023,NLZ542202348,756,55.9,406141247,"67,235",95995595,70,"91,367,578","707,830","173,461","21,756,073","588,640,576","335,569,922",93,"142,340",498,66,"1,547,811",3,,,"1,772,021","3,933,085",,0
"Apna Bana Le (From Bhediya"""")""""","Apna Bana Le (From Bhediya"""")""""",Arijit Singh,11/5/2022,INZ031411736,757,55.8,250599391,"19,757",12938935,66,"642,774,625","4,620,243",,,,"2,903,846",27,"1,266",,1,"1,097",10,,,,"476,013",,0
Hold My Hand,"Hold My Hand (Music From The Motion Picture Top Gun: Maverick"""")""""",Lady Gaga,5/3/2022,USUM72206231,759,55.7,315680664,"50,632",13985305,69,"317,472,115","2,373,170","129,481","23,093,203","424,398,738","5,867,793,586",48,"266,181",421,27,"243,087",42,"45,731,400","18,758",,"5,802,558",,0
Big Energy,Big Energy - Single,Latto,9/24/2021,USRC12102454,758,55.7,324162855,"53,099",32807694,61,"60,970,543","695,638","247,053","95,081,920","994,551,093","1,214,970",66,"697,459","3,758",22,"822,207",42,"104,995,029","62,461",,"5,969,740",,1
Goodbyes (feat. Young Thug),Goodbyes (Feat. Young Thug),Post Malone,7/5/2019,USUM71912330,761,55.6,1263989128,"156,671",25905453,72,"795,828,166","8,115,938","35,383","8,434,416","78,005,488","508,823,655",128,"117,516",394,166,"396,114",25,"230,614,636","107,631","18,209,981","5,216,769",,1
Location,Location,Khalid,5/24/2016,TCACO1662934,760,55.6,1369299352,"169,370",32275029,71,"815,137,609","5,138,837","80,456","17,516,516","77,860,109","170,885,369",188,"50,322",119,63,"235,041",53,"471,086,924","389,023","122,419,042","4,283,369",,0
Italodisco,Italodisco,The Kolors,5/5/2023,ITQ002300342,762,55.4,142141861,"22,711",10786942,67,"142,319,744","819,805","946,028","19,085,610","403,681,891","258,305,365",37,"81,612",,10,"3,281,500",13,"32,117",172,,"3,570,846",,1
Perfect Night,Perfect Night,LE SSERAFIM,10/27/2023,USA2P2349660,763,55.4,279667395,"23,583",16220736,78,"93,707,680","1,139,367","316,771","152,082,704","1,178,951,518","1,201,238,468",29,"4,596",79,11,"313,525",28,"493,236",443,"984,170","435,036",,0
Vida de Rico,Vida de Rico,Camilo,9/21/2020,USSD12000388,767,55.4,568823269,"54,968",26455856,64,"1,094,129,734","7,637,000","1,913,634","77,602,054","835,046,287","149,145,491",112,"45,003",73,24,"135,286",39,"21,813,224","14,722",,"1,819,660",,0
Frï¿½ï¿½gil (feat. Grupo Front,Frï¿½ï¿½gil (feat. Grupo Front,Yahritza Y Su Esencia,4/7/2023,USQX92302369,765,55.4,432988420,"32,294",28454994,67,"194,658,217","1,261,625","633,280","45,475,847","750,998,497","9,725,361",35,"22,768",31,14,"1,229,279",25,"33,073,012","10,830",,"1,407,776",,0
In My Feelings,Scorpion,Drake,6/29/2018,USCM51800206,766,55.4,1389607643,"179,820",36937605,68,"749,282,095","9,464,140","294,022","46,457,728","521,014,819","204,014,215",144,"18,150",396,65,"496,515",53,"344,214,850","668,750",,"7,188,287",,1
Let Me Down Slowly,Let Me Down Slowly,Alec Benjamin,5/25/2018,USAT21802284,769,55.3,1709991997,"187,053",79925766,80,"1,447,964,376","19,917,766","2,026,064","188,810,282","2,833,687,729","1,915,732,260",1,"1,563",132,41,"460,093",10,,,,,,0
Took Her To The O,Took Her To The O,King Von,2/21/2020,USUYG1296663,772,55.1,497832707,"156,669",13464335,74,"265,905,159","2,363,958","171,287","89,782,204","644,816,718","7,516,419",30,939,,2,"4,396",10,"33,625,448","44,231","86,394,034","1,146,823",,1
Boyfriend,Boyfriend,Dove Cameron,2/11/2022,USQX92200693,774,55.1,637836235,"96,878",50739981,68,"182,917,309","3,547,237","488,047","311,431,134","1,955,825,500","3,121,389,798",54,"241,487","2,099",38,"346,695",35,"54,288,683","24,559",,"2,178,227",,1
Sucker,Sucker,Jonas Brothers,3/1/2019,USUG11900515,775,55.0,1411856834,"128,280",42394972,73,"641,158,161","9,661,491","328,479","33,317,769","280,853,608","487,784,808",214,"499,130",814,176,"671,754",90,"281,820,508","190,779",,"6,948,452",,0
Alone,Alone,Marshmello,5/13/2016,CA6D21600147,776,55.0,561103984,"80,971",18764148,65,"3,130,843,590","32,799,797","524,156","50,668,664","462,245,126","454,361,203",48,"3,744",2,16,"66,450",17,"43,619,580","201,447",,"3,223,632",,0
Pareja Del Aï¿½,Pareja Del Aï¿½,Sebastian Yatra,4/16/2021,USUM72104664,779,54.9,817933263,"104,636",31495621,70,"658,407,296","4,541,248","877,700","82,923,244","870,762,842","136,526,601",105,"51,363",244,36,"1,953,756",46,"41,931,285","7,638",,"2,894,166",,0
PAINTING PICTURES,5LBS OF PRESSURE,Superstar Pride,10/20/2022,QZNMX2257577,777,54.9,193109326,"76,047",4765141,8,"64,413,388","1,143,541","238,183","174,951,046","1,526,856,459","210,031,126",17,"40,110","2,704",4,"479,325",1,"7,692,981","6,306","23,495,613","2,304,354",,1
GOOBA,GOOBA,6ix9ine,5/8/2020,QZA742002191,780,54.8,472027271,"97,766",8876147,2,"1,012,949,756","14,257,151","2,295,814","448,572,991","4,846,286,370","155,050,116",22,120,57,10,"24,148",3,"11,693,239","76,976",,"2,224,515",,1
vampire,vampire,Olivia Rodrigo,6/30/2023,USUG12305004,781,54.8,997536616,"5,268",1949130,1,,,,,,,48,"301,028",,2,"18,375",2,,,,,,0
THE DINER,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401989,790,54.7,66101468,"3,693",9878576,84,"4,252,419","117,031",180,"1,800,000","11,200,000","934,654",45,195,16,5,"56,919",9,"184,455",248,"685,021","52,008",,0
6 In the Morning (feat. Nate Dogg),6 In the Morning (feat. Nate Dogg) - Single,Flex (UK),5/17/2024,GBARL2400669,785,54.7,4505404,"1,248",19427406,64,,,,,,,2,25,,2,"34,694",31,,,"3,150,291","24,801",,1
Light Switch,Light Switch (Instrumental),Charlie Puth,1/19/2022,USAT22107359,782,54.7,593554969,"84,288",17284885,67,"284,499,511","3,909,648","506,518","475,880,505","4,729,678,365","3,277,338,062",98,"201,936",866,30,"685,471",48,"55,256,200","10,657","2,916,780","2,231,820",,0
On Me,On Me,Lil Baby,12/4/2020,USUG12004399,788,54.7,368017246,"105,732",15129396,67,"227,182,263","1,554,044","163,221","22,024,839","198,936,453","37,367,982",57,"178,634",372,9,"32,400",6,"141,610,948","45,141","53,891,709","1,728,476",,1
when the party's over,when the party's over,Billie Eilish,10/17/2018,USUM71815958,787,54.7,1845938685,"186,633",79124996,79,"931,398,498","13,775,924","1,622,629","210,787,744","1,349,258,289","750,592,461",163,"24,691",55,62,"398,168",32,"139,323,553","150,239",,"5,811,377",,0
Love The Way You Lie,538 Hitzone 55,Eminem,1/1/2010,USUM71015397,784,54.7,1532052160,"236,943",76167038,79,"3,009,144,927","15,864,764","208,118","23,435,916","223,136,013","254,272,987",84,"4,437",,67,"669,362",49,"800,108,842","1,358,251","1,991,336","10,011,625",,1
Party,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214885,789,54.7,725076772,"83,311",29009374,72,"296,661,885","2,150,658","705,800","287,983,296","3,014,389,754","22,621,115",51,"39,010",150,15,"1,934,966",19,"64,496,554","17,065",,"1,467,014",,0
Freaks,Freaks,Surf Curse,5/15/2021,USAT22102269,791,54.6,1089328286,"200,016",33498182,77,"256,738,121","4,601,685",511,"265,535","2,110,692","4,098,036",25,"10,305",453,11,"10,105",25,"15,296,063","15,812",,"4,341,439",,0
In Da Getto,In Da Getto,J Balvin,7/2/2021,QZM5U2100095,792,54.6,484375103,"133,279",27602101,61,"218,975,838","3,159,820","1,920,220","452,069,335","6,219,918,723","90,132,395",131,"69,511",795,43,"354,884",58,"43,024,314","14,600",,"7,336,982",,0
Chale,Chale - Single,Eden Muï¿½ï,2/18/2022,MXB952200017,794,54.5,414104069,"33,044",18247093,67,"665,626,745","2,889,082","968,864","248,485,504","2,953,043,191","28,563,266",18,"17,222",361,4,"196,022",43,"40,508,092","7,944","2,525,726",,,0
Try That In A Small Town,Try That In A Small Town,Jason Aldean,5/19/2023,QMRSZ2300454,793,54.5,66418201,"20,547",1758957,37,"59,550,101","1,432,480",,,,"803,299,613",5,"174,811",46,1,"79,460",2,"106,455,054","62,007","1,370,492","264,899",,1
Tarot,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214881,796,54.3,742515730,"93,128",28604664,73,"275,203,830","1,499,544","940,020","241,093,278","2,486,183,983","22,246,842",39,"10,091",,4,"178,868",7,"36,599,355","3,147",,"959,597",,1
Petit gï¿½ï¿,Petit gï¿½ï¿,Jungeli,8/4/2023,QMBZ92393247,797,54.3,159181956,"29,011",10943796,74,"159,092,284","820,029","12,100","2,709,265","37,717,213","201,180,033",38,"29,970",,46,"20,176,323",46,,,,"3,454,084",,1
ýýý,Show - Single,Ado,9/6/2023,JPPO02302806,800,54.2,114381380,"15,725",4390255,67,"230,252,306","1,606,934","286,300","41,518,862","613,717,046","548,853,137",33,507,,1,"1,802",7,,,,"270,400",,0
Work,ANTI (Deluxe),Rihanna,1/28/2016,QM5FT1600116,799,54.2,1399521364,"144,823",46076265,73,"1,662,063,771","10,770,107","3,515","6,820,574","36,448,419","244,639,723",432,"3,418",104,135,"1,255,495",77,"603,707,599","736,551",,"8,814,930",,1
Normal,Normal,Feid,7/8/2022,USUM72211935,804,54.1,724772954,"76,821",31039211,76,"395,704,504","1,556,356","86,775","25,803,660","237,386,912","472,550,280",59,"28,567",239,22,"4,507,712",32,"9,638,456","2,516",,"956,990",,1
Sum 2 Prove,Sum 2 Prove,Lil Baby,1/10/2020,USUG11902886,807,54.0,444934033,"141,088",17349295,66,"411,628,542","2,868,681","191,154","26,909,802","238,372,502","7,285,479",63,"65,318",37,14,"145,275",6,"124,269,386","38,557","68,048,035","1,925,871",,1
Lottery (Renegade),Lottery,K CAMP,4/1/2019,USUYG1247701,808,54.0,173526912,"28,272",6607554,46,"102,774,513","1,300,907","13,802,112","663,362,447","6,653,535,769","40,852",20,120,46,12,"39,746",2,"41,431,663","171,614",,"1,592,457",,1
Meant to Be (feat. Florida Georgia Line),All Your Fault: Pt. 2,Bebe Rexha,8/11/2017,USWB11701181,805,54.0,1382191196,"119,969",51471665,66,"1,318,325,154","6,888,667","624,291","24,379,364","260,253,261","1,408,688,467",5,"201,437",652,39,"220,305",64,"611,963,837","298,341",,,,0
Good Days,Good Days,SZA,12/25/2020,USRC12004189,806,54.0,1105805922,"164,541",62561721,77,"295,872,840","2,947,859","534,634","157,378,144","920,329,965","42,909,616",231,"62,354",266,52,"281,696",54,"71,061,814","56,012","8,937,770","2,548,829",,1
Leave Before You Love Me (with Jonas Brothers),Summer 2021,Marshmello,4/28/2021,USUG12102313,810,53.9,844630935,"94,185",54080564,74,"269,892,715","2,020,373","71,293","17,326,017","182,430,905","993,825,483",147,"380,249",940,21,"620,249",27,"139,703,215","15,853",,"7,138,195",,0
Youngblood,Youngblood,5 Seconds of Summer,4/12/2018,GBUM71800366,811,53.9,1790579305,"180,069",75602805,76,"792,369,989","7,627,895","226,361","15,100,678","81,167,209","225,749,952",148,"298,540",164,33,"444,155",64,"394,705,510","159,091",,"10,854,729",,0
Sweater Weather,I'm Sorry...,The Neighbourhood,1/1/2012,USSM11300080,809,53.9,2916412507,"415,650",149359220,85,"1,648,485,745","18,338,729","1,248,637","324,536,571","2,911,383,718","71,486,828",189,"61,334",39,114,"604,895",9,"384,534,750","719,472","2,565,635",,,0
If We Being Rï¿½ï,2093,Yeat,2/16/2024,USUM72401643,812,53.8,92517121,"10,195",13681051,80,"4,695,846","79,415",,,,,19,584,,10,"1,802,148",3,"167,577","1,061","5,704,007","1,371,705",,1
Felices los 4,Felices los 4,Maluma,4/21/2017,USSD11700134,814,53.7,932817713,"73,487",24333265,68,"2,349,558,424","9,318,868","206,344","18,309,676","177,718,441","341,943,201",100,"19,135",122,53,"1,133,769",62,"251,569,141","201,061",,"5,644,479",,0
Relaciï¿½,Relaciï¿½,Sech,4/2/2020,QM9WM2000013,821,53.6,468900803,"62,750",12074538,60,"1,137,550,621","7,566,148","2,205,109","110,809,435","1,052,766,873","125,135,301",29,"6,654",31,16,"175,086",2,"117,125,054","20,214",,"1,507,000",,0
ELOVRGA,Elovrga - Single,Alex Favela,8/18/2023,QZNFJ2303104,819,53.6,333899135,"24,862",20963358,75,"180,084,509","900,128","152,867","82,946,328","704,890,346","246,991,766",14,"2,919",,11,"1,680,860",4,"1,736,093","1,447","168,994","967,858",,1
Party Girl,Party Girl,StaySolidRocky,4/21/2020,USSM12002247,816,53.6,730440576,"115,574",16306099,67,"199,161,217","2,037,639","6,782,670","391,923,611","3,194,124,847","23,072,079",62,"16,774",90,15,"43,249",10,"8,510,801","72,500",,"1,963,555",,0
I Feel It Coming,I Feel It Coming,The Weeknd,11/17/2016,USUG11601012,817,53.6,1749088490,"193,568",52373071,72,"1,489,647,996","7,616,181",,"2,430","36,437","287,132,059",298,"130,551",212,123,"980,454",46,"230,834,970","108,406","7,851,939","17,963,628",,0
Agua (with J Balvin),"Agua (with J Balvin) [Music From Sponge On The Run"""" Movie]""""",Tainy,7/9/2020,USUM72013642,822,53.5,391856304,"68,311",11888692,58,"1,040,938,222","8,443,453","2,490,398","109,826,716","1,423,789,944","329,599,890",73,"23,516",309,17,"58,326",36,"9,507,064","15,164","510,422","1,570,803",,0
Human,Human,Rag'n'Bone Man,7/21/2016,GBARL1600665,824,53.4,1013083048,"170,367",49113191,74,"1,900,272,147","12,302,869","265,475","90,999,656","1,070,508,080","186,882,524",197,"145,288",138,92,"885,612",43,"163,719,567","94,640",,"19,092,054",,0
First Love,First Love - Single,Oscar Maydon,12/7/2023,QZJJE2390614,825,53.3,230291754,"11,519",61076412,78,"113,183,874","658,962",,,,"2,342,845,627",8,"2,091",,19,"7,394,544",12,"15,400,444","5,339",,"1,277,194",,0
La_Original.mp3,La_Original.mp3,Emilia,11/2/2023,USSD12300584,829,53.3,184441175,"17,845",26300966,73,"109,532,952","635,058","193,100","40,676,589","529,217,516","483,390,087",55,"34,836","1,320",52,"631,203",32,"39,845",57,,"400,818",,0
Pagodï¿½ï¿½o do Birimbola (Tchubirabi,Pagodï¿½ï¿½o do Birimbola (Tchubirabi,Os Quebradeiras,11/11/2022,BCO3K2200121,830,53.3,54513960,"13,089",4241209,52,"183,119","2,667","4,650,900","503,245,598","6,429,494,637",,2,17,,17,"10,926",5,,,,"448,872",,0
Ice Cream (with Selena Gomez),Ice Cream (with Selena Gomez),BLACKPINK,8/28/2020,KRA402000131,826,53.3,574505748,"47,463",17801611,58,"1,037,344,011","21,343,581","2,161,485","204,760,050","1,928,057,718","2,185,956,346",87,"50,575",,33,"197,629",45,"17,035,475","44,722",,"1,430,212",,0
Deja Vu,minisode 3: TOMORROW,TOMORROW X TOGETHER,4/1/2024,USA2P2408081,832,53.2,75894056,"2,524",11857367,84,"70,842,688","1,388,774",,"14,529,171","59,546,295","48,470,843",9,290,52,5,"295,059",21,"348,004",177,,"113,020",,0
Thank You (Not So Bad),Thank You (Not So Bad),Dimitri Vegas & Like Mike,12/1/2023,GBARL2301712,838,53.1,200151839,"32,776",133835796,82,"11,597,448","140,956",,,,,55,"26,872",,99,"10,753,176",39,"1,710,983",370,,"1,371,435",,0
MIDDLE CHILD,MIDDLE CHILD,J. Cole,1/24/2019,QMJMT1902056,836,53.1,1285518117,"221,749",47461150,74,"606,135,388","5,429,579","24,013","9,483,657","72,297,780","42,301,836",119,"73,534",92,33,"200,166",35,"377,326,561","178,350",,"3,638,588",,1
TO THE MOON,TO THE MOON,JNR CHOI,11/5/2021,QZNWW2131527,834,53.1,274647899,"96,137",14188085,60,"64,640,927","776,716","1,905,324","583,572,613","7,062,611,890","2,031,792,442",22,"161,374","2,397",16,"56,440",8,"139,439,113","21,327","3,308,660","3,786,029",,1
The Color Violet,Alone At Prom,Tory Lanez,12/10/2021,QZTGW2100275,833,53.1,806918358,"152,298",19863721,79,"105,278,538","1,053,733","40,106","22,514,603","251,896,836","3,583,107",22,"2,409",,2,"22,675",3,"893,116","8,036","16,338,259","2,322,363",,0
S91,S91,KAROL G,7/14/2023,USUG12305255,840,53.0,240161044,"22,270",15087485,64,"164,645,464","1,308,408","503,900","16,972,968","257,922,639","438,911,868",40,"24,578",572,19,"2,172,067",4,"19,801,440","3,668",,"614,971",,0
LALISA,LALISA,LISA,9/10/2021,KRA402100098,839,53.0,502655066,"33,286",15876032,73,"900,358,198","23,155,453","909,216","188,844,723","1,612,602,199","255,397,268",19,"8,719",134,13,"16,498",25,"2,844,171","4,038",,"1,084,041",,0
Levitating,Future Nostalgia,Dua Lipa,3/27/2020,GBAHT1901299,841,52.9,946842175,"145,601",34376048,73,"39,855,160","660,222","1,493,355","552,112,407","4,779,580,212","52,496,892",269,"704,419",,73,"1,232,589",107,"85,497,325","33,210",,"3,946,971",,0
RUBICON,Gï¿½ï¿½N,Peso Pluma,6/22/2023,QM7282306229,844,52.9,246224964,"23,436",13507680,73,"147,798,315","492,303","559,400","20,923,219","278,318,607","37,990,067",22,"1,401",1,1,72,2,"22,544,059","10,243","3,883,201","585,523",,1
Gimme Love,Gimme Love,Sia,9/13/2023,USAT22307798,843,52.9,105947434,"11,648",11690122,6,"27,707,323","325,476",688,"463,074","12,855,128","1,157,866,791",55,"224,009",172,40,"23,048,308",21,"1,319,886",112,,"1,684,376",,0
Demons,Continued Silence - EP,Imagine Dragons,1/1/2012,USUM71201071,847,52.8,2270796677,"263,640",71470111,80,"1,738,647,396","12,375,429","261,866","25,465,591","296,361,891","273,191,644",70,"144,439",465,88,"2,680,196",29,"1,087,793,804","553,855","26,345,651","18,161,724",,0
Supalonely,STELLA & STEVE,BENEE,11/15/2019,USUM71922597,845,52.8,738407486,"111,662",26764629,62,"363,250,356","4,622,840","4,814,901","442,756,956","3,587,729,796","287,718,975",153,"249,364",150,115,"267,828",27,"61,533,676","36,942",,"6,834,164",,1
Lean On (feat. Mï¿½ï¿½ & DJ Sn,Full Circle: The Live Anthology,Major Lazer,11/20/2011,QMUY41500008,846,52.8,2080878370,"242,511",79506771,76,"308,933,095","2,370,617","270,919","33,270,068","289,518,843","216,000",497,"168,731",,250,"2,469,856",96,"649,970,533","356,393","231,244,214","26,993,119",,1
Spin Bout U,Her Loss,Drake,11/4/2022,USUG12208603,856,52.6,356685934,"88,034",16963292,71,"56,086,730","430,375","76,706","32,337,952","229,937,284","258,434",37,412,93,3,"171,037",37,"48,943,722","16,367","13,209,166","1,574,072",,1
From The Start,From The Start - Single,Laufey,5/11/2023,QM6N22309399,855,52.6,368256958,"53,922",25450036,73,"69,276,606","1,394,619","224,617","128,900,059","772,554,264","9,780",27,"8,642",319,13,"766,548",89,"855,743","7,084","5,861,183","1,011,059",,0
ZOOM,ZOOM,Jessi,4/13/2022,KRA382204517,850,52.6,166161044,"22,288",7774873,61,"303,569,838","5,827,005","3,903,605","865,870,535","9,393,168,416","146,065,235",5,"5,680",32,5,"53,217",8,,,,"778,299",,0
Can't Feel My Face,Your Songs 2015,The Weeknd,3/2/2015,USUG11500741,851,52.6,1747534539,"212,829",101243254,76,"1,689,190,795","8,927,108","552,005","26,588,465","264,572,676","238,111,307",433,"158,190",474,149,"1,452,991",97,"552,312,888","221,611","4,197,860","14,056,461",,0
Quï¿½ï¿½ Onda Per,Quï¿½ï¿½ Onda Per,Grupo Firme,3/30/2023,QZDQH2362804,852,52.6,213405904,"17,694",13723182,70,"401,470,868","961,314",,,,"534,052,740",15,"9,254",,10,"1,737,734",4,"7,260,620","8,781",,"655,854",,0
Sexy And I Know It,Sorry For Party Rocking (Japan Version),LMFAO,1/1/2011,USUM71108090,853,52.6,436722440,"107,912",33797077,62,"1,193,724,016","7,130,332","652,850","62,596,716","927,660,445","222,701,064",57,"5,186",258,37,"157,088",5,"840,489,680","3,395,379","2,154,867","6,761,782",,0
WHATS POPPIN,WHATS POPPIN,Jack Harlow,1/21/2020,USAT22000162,854,52.6,819779577,"161,131",28874159,70,"709,454,117","7,190,778","748,490","210,602,527","2,078,817,404","52,474,731",68,"88,990",430,34,"65,099",24,"131,616,894","84,304",,"3,222,518",,1
POR EL CONTRARIO,ESQUINAS,Becky G,9/28/2023,USRC12302408,857,52.5,131938548,"5,913",9167049,75,"118,669,957","649,548","836,833","46,373,944","589,093,596","353,950,794",10,"7,049",108,22,"6,520,222",11,"13,424,036","7,230",,"684,079",,0
Rara Vez,Rara Vez,Taiu,2/8/2023,ARUM72300004,860,52.4,544165928,"58,646",20499657,77,"200,445,038","1,806,923","302,386","150,768,049","1,522,432,243","18,292,788",15,"12,021",281,16,"403,215",14,"26,771",204,,"943,365",,0
That That (prod. & feat. SUGA of BTS),PSY 9th,PSY,4/29/2022,QZEKE2084402,858,52.4,269491606,"26,075",16176936,66,"746,615,342","15,669,340","304,900","324,925,866","2,432,918,911","300,796,672",12,"11,171",243,5,"37,462",16,"2,505,495","1,683",,"797,357",,0
Whoï¿½ï¿½ï¿½s Afraid of Little O,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401037,862,52.3,166168092,"5,004",25607992,78,"16,423,009","244,859",,"815,500","7,202,700","49,401,469",38,366,54,4,"2,143,866",43,"2,890,486","4,515",,"116,673",,0
THE LONELIEST,THE LONELIEST,Mï¿½ï¿½ne,10/7/2022,ITB002200745,865,52.2,330593989,"54,823",16021571,67,"175,561,257","2,216,240","296,115","22,320,319","270,169,817","224,863,549",53,"176,130",21,61,"1,631,239",37,"6,555,059","1,735",,"4,266,103",,0
Yeah Glo!,Yeah Glo! (Alternate Versions),GloRilla,2/8/2024,USUM72400409,864,52.2,89513100,"8,049",60410593,75,"38,613,955","433,335",,"14,000","52,800","547,710,147",51,20,"1,471",9,"1,244,194",42,"20,163,317","8,711","3,187,345","446,156",,1
Nunca Es Suficiente,Nunca Es Suficiente,Los ï¿½ï¿½ngeles Az,4/20/2018,MX1721600892,863,52.2,478494818,"53,736",20478756,67,"2,148,970,473","6,055,824","43,294","16,884,958","145,723,405","43,699,996",37,"10,958",24,8,"55,460",10,"239,441,848","95,937",,"3,116,053",,0
Copines,Copines,Aya Nakamura,8/24/2018,FRZ041800793,867,52.1,381322519,"70,125",7759068,67,"793,025,740","7,300,331","9,295,551","769,130,337","8,503,116,899","11,289,899",45,"16,672",,29,"258,833",7,"549,774","2,745",,"5,305,717",,0
