Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify_streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
BILLIE EILISH.,BILLIE EILISH.,Armani White,5/19/2022,SGB502248062,350,82.0,359416593,"91,114",29730236,64,"116,400,996","2,127,918","4,530,098","885,538,360","10,488,403,602","74,794,888",40,"169,548","7,064",18,"137,293",52,"29,260,633","18,576","24,428","3,310,069",,1
ýýýýýýýýýýýý,ýýýýýýýýýýýý,YOASOBI,4/12/2023,JPP302300157,351,81.8,356559943,"47,785",12078942,69,"490,408,465","4,295,510","504,800","162,429,655","1,871,819,472","1,227,624,888",59,"1,883",,7,"44,834",12,"540,614",419,,"804,248",,0
Lï¿½ï¿½ï¿½AMOUR DE ,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401990,352,81.6,84575291,"5,186",51449432,85,"11,080,040","346,121",137,,,"3,541,236",95,271,1,19,"2,682,503",18,"183,562",231,"749,185","214,747",,0
Thinkinï¿½ï¿½ï¿½ B,One Thing At A Time,Morgan Wallen,3/3/2023,USUG12300821,353,81.5,406319778,"42,283",16439412,80,"84,066,193","368,256","117,408","7,626,726","99,492,470","606,650,627",50,"262,596",145,2,"2,456",19,"181,953,005","27,501","7,289,828","1,185,776",,0
Madonna,Madonna - Single,Natanael Cano,3/8/2024,QZ9QQ2400185,354,81.3,272838329,"7,265",54631978,85,"105,675,950","806,116",,"150,848","2,099,500","126,527,485",23,572,,10,"2,210,844",8,"1,544,866",966,,"572,478",,1
deja vu,deja vu,Olivia Rodrigo,4/1/2021,USUG12101240,355,81.3,1606975517,"172,376",64346126,80,"638,102,695","7,847,239","1,210,842","534,102,475","3,758,269,019","2,265,662,637",206,"279,408",332,27,"76,887",49,"62,922,329","74,501",,"3,545,397",,1
CONTIGO (with Tiï¿½ï¿½,CONTIGO (with Tiï¿½ï¿½,KAROL G,2/15/2024,USUG12400966,357,81.0,162165853,"10,306",87901542,85,"93,106,341","1,394,962",,,,"1,916,097,608",66,"46,348",53,45,"4,652,694",69,"11,091,776","1,611",179,"775,583",,0
WILDFLOWER,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401993,359,80.8,100838516,"5,188",50795354,87,"6,390,843","134,606",253,,,"934,654",76,181,5,16,"4,083,154",39,"294,656",163,"1,075,841","124,583",,0
Doja,Doja,Central Cee,7/21/2022,ZZOPM2237319,360,80.5,676519766,"192,241",57503569,74,"201,326,163","3,061,387","492,679","411,670,410","3,919,404,141","279,634,941",66,"58,802","2,699",31,"877,441",42,"1,285,099","3,136",,"2,415,167",,1
Kill This Love,Kill This Love,BLACKPINK,4/4/2019,KRA401900005,361,80.4,820840650,"63,934",18843601,67,"2,920,436,498","40,314,889","1,738,066","182,304,244","1,616,215,054","269,811,977",67,"9,022",24,25,"237,406",24,"11,369,224","57,874",,"2,892,074",,0
"Good Luck, Babe!","Good Luck, Babe!",Chappell Roan,4/5/2024,USUG12401967,363,80.2,176290078,"13,470",157502211,87,"6,018,651","140,562","61,889","45,660,069","263,955,300","17,447,092",99,"16,680",,65,"10,743,893",122,"572,090","1,327","479,188","485,935",,0
Sweet but Psycho,Sweet but Psycho,Ava Max,8/17/2018,USAT21802011,365,80.1,1668741024,"174,052",42966784,76,"1,254,501,233","9,554,049","5,371,543","206,785,018","2,733,847,243","2,008,056,455",192,"368,635",784,106,"1,172,519",44,"189,191,184","253,101","44,121","13,479,680",,0
Hey Mor,Hey Mor,Ozuna,10/6/2022,QMDA62203322,364,80.1,986132265,"97,956",68983561,76,"383,748,675","1,303,919","793,798","154,969,251","2,145,975,300","45,000,407",79,"65,798",79,41,"3,780,470",78,"27,759,302","3,605",,"1,428,200",,0
Ferrari,Ferrari,James Hype,3/15/2022,GB3CE2200004,366,80.1,626010147,"185,422",78359363,74,"202,193,289","1,277,287","88,909","20,233,025","368,044,894","877,635,000",132,"253,244",332,76,"1,468,578",44,"2,598,595","2,953","6,916,408","6,257,313",,0
Falling,Falling,Trevor Daniel,10/5/2018,USUYG1221109,367,80.0,1606023895,"225,643",32822629,71,"1,151,842,584","15,653,870","6,047,796","914,937,622","8,742,744,684","529,839,674",115,"168,415",126,195,"454,460",4,"212,305,894","141,079","2,388","12,373,665",,0
positions,positions,Ariana Grande,10/23/2020,USUM72019412,368,80.0,1432830108,"139,215",53934095,74,"778,340,255","10,401,273","1,268,910","254,276,140","1,984,520,688","1,958,337,600",283,"599,336",639,43,"242,610",50,"90,015,866","39,920",,"3,299,253",,1
Where Are You Now,Where Are You Now,Lost Frequencies,7/30/2021,BEHP42100067,370,79.9,1223329465,"211,823",114773091,74,"214,359,669","1,467,163","308,286","25,459,624","413,908,070","1,857,452,555",256,"391,895",308,158,"4,728,637",51,"80,579,628","6,731",,"8,462,590",,0
Save Your Tears,After Hours,The Weeknd,3/20/2020,USUG12000658,371,79.9,1995511952,"304,456",63126296,80,"365,257,705","2,699,016","415,050","137,726,738","1,154,403,769",327,285,"3,607",321,46,"105,227",27,"283,725,931","79,728","22,025,427","15,776,388",,1
Happier Than Ever,Happier Than Ever,Billie Eilish,7/30/2021,USUM72105936,372,79.9,1321878145,"189,487",51228803,78,"530,778,926","8,470,860","570,442","358,879,639","2,295,813,182","1,152,917,073",199,"82,181",275,51,"547,449",50,"9,900,535","29,358","15,220,155","4,647,622",,1
This Is What You Came For,This Is What You Came For,Calvin Harris,4/29/2016,GBARL1600460,373,79.8,1746790923,"204,049",117171040,79,"3,084,719,501","13,411,706","2,176,881","17,649,503","137,718,139","276,177,209",356,"119,588",81,173,"1,609,545",86,"595,393,905","143,591","1,056,564","13,444,054",,0
China,China,Anuel AA,7/19/2019,QM6P41952433,376,79.5,1178076574,"137,559",58323638,68,"2,324,673,715","9,851,235","386,741","15,484,682","146,747,450","300,548,195",182,"36,105",20,75,"1,424,896",63,"97,138,846","31,755","2,130,789","5,865,011",,0
"Let It Go - From Frozen""""/Soundtrack Version""""",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),Idina Menzel,1/1/2013,USWD11366376,374,79.5,759374819,"64,239",27371339,69,"4,168,791,151","11,589,558","837,092","81,957,005","966,469,545","93,296,828",151,"5,863",,31,"159,525",45,"273,693,240","3,302,248",,"2,515,774",,0
Moonlight,?,XXXTENTACION,3/16/2018,USUG11800209,375,79.5,1885431727,"241,112",41330643,77,"1,607,650,475","24,201,486","275,009","36,219,008","300,772,720","160,456,727",66,"16,859",2,41,"344,324",15,"138,948,996","311,466","80,552,486","3,644,968",,1
That's What I Like,24K Magic,Bruno Mars,11/17/2016,USAT21602948,378,79.3,2075459887,"209,632",84707015,80,"2,696,139,998","17,077,084","604,526","100,008,149","704,916,578","408,244,698",142,"57,222",316,270,"391,125",44,"666,715,599","500,761",,,,0
The Business,The Business,Tiï¿½ï¿,9/16/2020,CYA112000624,381,78.3,1191635193,"255,697",78272032,70,"539,885,283","4,027,102","777,092","73,955,191","1,435,552,956","462,516,169",362,"277,419",484,216,"3,941,324",41,"108,360,279","53,852","140,470","9,642,311",,0
Ride It,Ride It,Regard,7/26/2019,GBCEN1900047,382,78.2,1349427877,"220,002",106549747,76,"564,022,753","3,884,141","3,646,762","362,781,709","5,118,900,832","49,285,616",357,"386,774",894,273,"2,339,277",65,"182,505,519","51,884","19,580,257","16,283,609",,0
Mwaki,SURRENDER,Zerb,9/27/2023,NLRD52339318,383,77.9,121234000,"36,468",76765385,42,"78,160,610","806,269","118,600","20,204,903","395,342,206","303,381,336",48,"90,542",163,51,"19,833,933",34,"1,553,861",760,"1,832,441","4,890,793",,0
BICHOTA,BICHOTA,KAROL G,10/23/2020,USUM72019324,385,77.8,868091483,"86,379",31261057,64,"1,591,945,481","7,916,193","1,586,770","101,362,709","1,153,849,236","172,943,996",133,"36,028",239,38,"1,594,172",33,"70,065,986","48,232",,"1,740,278",,1
The Hills,The Hills,The Weeknd,5/27/2015,USUG11500737,388,77.5,2306740926,"333,310",91689799,80,"2,404,495,013","15,819,333","1,064,662","140,355,034","1,174,129,136","297,672,687",178,"9,129",131,67,"891,934",30,"665,990,282","568,806","22,542,449","17,199,384",,1
Seven (feat. Latto) (Clean Ver.),Seven (feat. Latto),Jung Kook,7/14/2023,USA2P2330092,389,77.4,1673557134,"15,863",14237841,72,,,"1,500,000","104,700,560","1,092,175,292",,57,"112,184",,5,"2,931",20,,,,,,0
SKINNY,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401995,390,77.3,77212437,"4,083",13850203,84,"7,658,766","246,884",472,"301,528","1,423,956","934,654",52,238,2,12,"1,198,375",32,"226,853",318,"1,687,131","39,163",,0
Te Felicito,Te Felicito,Shakira,4/21/2022,USQX92201764,392,77.0,719593291,"74,269",37254627,67,"719,244,041","4,424,400","826,261","159,735,614","2,594,106,000","455,293,047",98,"124,848",455,53,"3,243,848",69,"25,538,867","8,165",,"2,583,205",,0
Que Onda,Que Onda - Single,Calle 24,8/30/2023,USDXS2303230,393,76.9,642548537,"36,781",21579429,81,"227,994,801","335,112","205,583","41,258,724","499,670,882","92,125,885",34,"1,124",45,23,"8,060,357",34,"20,174,633","7,393",,,,1
Stumblin' In,Stumblin' In,CYRIL,11/10/2023,NLZ542301810,394,76.9,180784576,"22,208",150873146,83,"29,260,192","247,757","91,700","2,012,224","61,731,912","320,584,411",91,"111,796",,117,"31,191,745",55,"241,739",270,"1,595,230","4,657,449",,0
STAR WALKIN' (League of Legends Worlds Anthem),STAR WALKIN' (League of Legends Worlds Anthem) - Single,Lil Nas X,9/22/2022,USSM12208809,396,76.6,428164381,"80,340",18339674,68,"138,760,138","1,465,825","61,144","40,889,470","419,346,148","99,649,191",69,"469,798",534,41,"1,075,897",42,"35,931,504","11,075",,"5,323,336",,1
Desesperados,VICE VERSA,Rauw Alejandro,12/10/2021,USSD12100779,397,76.6,1021480638,"119,558",50631491,78,"722,946,861","3,591,807","793,105","186,008,455","2,153,526,389","815,766,418",75,"55,181",92,42,"3,476,743",53,"61,269,232","6,584",,"2,591,948",,1
Sugar,V (Deluxe),Maroon 5,8/29/2014,USUM71410340,399,76.6,1838092894,"186,038",69903249,75,"4,151,880,976","16,983,201","234,084","29,492,228","406,531,709","1,795,021,430",197,"3,772",240,350,"1,067,956",54,"761,320,130","358,336",,"10,029,992",,1
Old Town Road - Remix,Old Town Road,Lil Nas X,4/5/2019,USSM11902498,404,76.2,1527106099,"186,252",34012219,68,"11,512",171,"4,203,166","55,379,491","478,304,071",,263,"109,745",6,65,"1,653,659",14,"114,089,318","855,810","60,525,149","12,855,943",,0
Let Me Love You,Encore,DJ Snake,8/5/2016,QMZSY1600015,403,76.2,2147028486,"205,482",89333146,80,"2,457,588,032","18,290,642","4,116,973","49,564,235","528,988,791","1,945,612,445",239,"192,774",208,163,"1,417,821",97,"418,986,672","113,233",,"15,320,597",,0
Envolver,Envolver - Single,Anitta,11/11/2021,USWL12100576,401,76.2,635241142,"77,669",44546385,65,"836,072,339","4,909,216","2,101,465","699,278,513","9,427,647,770","1,434,107,266",102,"86,127",402,72,"1,135,788",86,"19,183,846","6,406",,"2,534,489",,0
Oublie-moi,Oublie-moi,Emkal,9/16/2022,FRDDV2200780,405,76.0,17992999,"11,288",327900,42,"58,383,075","502,081","7,146,060","118,925,740","2,858,109,417","34,801,360",1,"1,309",,1,"8,606",1,,,,"1,860,955",,1
MAESTRO,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',SEVENTEEN,4/29/2024,USA2P2415975,407,75.7,35244286,"1,629",14912783,75,"70,452,629","1,873,655",,"18,636,812","90,497,430","5,822,984",15,632,,5,"176,790",40,"93,561",118,,"85,957",,0
NUEVA VIDA,Gï¿½ï¿½N,Peso Pluma,6/22/2023,QM7282306253,408,75.6,253464894,"22,779",10733622,76,"191,499,043","634,671","1,755,500","61,572,969","708,437,568","534,279,807",6,115,,4,"1,599,559",10,"22,214,240","5,494",,"781,164",,1
you broke me first,you broke me first,Tate McRae,4/17/2020,USRC12000832,409,75.6,1439465700,"169,076",47204234,77,"706,284,693","7,820,244","880,567","188,771,287","1,383,885,042","947,613,259",238,"395,572",776,65,"1,097,172",38,"175,068,272","92,428","20,648,981","5,808,069",,1
Beggin',Chosen,Mï¿½ï¿½ne,12/8/2017,ITB001700846,413,75.4,1601293263,"358,760",75186063,79,"424,132,504","4,191,200","7,717,647","1,765,938,944","18,153,723,096","1,718,450,782",271,"478,458",784,168,"2,960,260",55,"63,838,488","75,382",,"14,404,336",,0
Hawï¿½,Hawï¿½,Maluma,7/29/2020,USSD12000190,415,75.3,1289186767,"123,303",48973048,73,"1,464,055,196","7,754,280","729,784","9,309,533","131,926,571","371,508,169",201,"80,055",98,86,"5,370,315",99,"105,490,212","45,106",,"2,387,272",,0
LA FALDA,LA FALDA - Single,Myke Towers,11/22/2023,USWL12302952,416,75.3,367399860,"29,235",106808249,82,"104,584,293","726,526",,"1,146","14,800","1,109,634,551",57,"42,471",593,54,"6,789,731",30,"2,176,876","1,851","1,095,337","1,040,348",,1
Cradles,Cradles,Sub Urban,1/4/2019,GB2LD1800949,418,75.2,737097685,"155,765",20317539,68,"1,098,942,075","19,179,674","6,010,728","735,932,695","8,841,517,566","56,344,836",19,"23,497",,14,"41,677",7,"77,491,669","121,008","42,287,751","11,014,789",,0
Roses - Imanbek Remix,Roses (Imanbek Remix),SAINt JHN,5/4/2019,RUB421901499,417,75.2,1927961994,"323,997",86092004,72,"320,969,468","3,572,454","399,114","47,716,560","525,749,281","319,370,580",387,"368,034",,285,"2,691,423",51,"273,518,696","155,662",,"28,977,015",,1
Angel Numbers / Ten Toes,11:11,Chris Brown,11/10/2023,USRC12302900,419,75.1,179565178,"40,225",15526253,75,"41,976,731","479,163","273,400","36,593,416","451,763,725","514,925,755",54,"5,615",,25,"454,601",9,"3,470,078","3,794","4,120,249","2,788,317",,1
Under The Influence,Indigo (Extended),Chris Brown,10/4/2019,USRC11902743,423,74.9,1249760413,"202,465",56664631,79,"699,931,779","6,139,127","1,107,358","252,070,540","2,436,202,278","257,447,653",186,"456,661","1,057",60,"1,734,864",39,"101,759,650","81,211","17,909,859","12,188,959",,1
Life Goes On,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Oliver Tree,7/17/2020,USAT22007153,424,74.8,568230113,"142,225",16247309,68,"531,872,316","9,887,683","8,041,280","1,122,403,923","11,938,256,726","2,159,219,012",46,"48,336",774,19,"356,456",16,"13,530,275","21,169",,"4,910,428",,0
SI NO ES CONTIGO,SI NO ES CONTIGO,Cris Mj,5/23/2024,QM6N22466972,427,74.5,45287928,"2,099",98932469,81,"17,850,177","358,428",,,,"145,759,995",21,5,,9,"2,032,136",9,"181,048",89,"468,013","268,642",,1
Trance (with Travis Scott & Young Thug),HEROES & VILLAINS,Metro Boomin,12/2/2022,USUG12208787,429,74.4,637325281,"142,076",31958929,79,"25,776,208","246,133","12,122","7,811,781","58,477,615","145,379",35,2,,9,"948,806",10,"2,184,964","4,214","16,505,933","3,359,877",,1
Rock and A Hard Place,Rock and A Hard Place,Bailey Zimmerman,6/10/2022,USWB12201797,430,74.4,412845771,"59,749",11166198,73,"215,094,924","1,522,549","203,904","80,427,947","777,869,891","506,206,031",37,"325,922",84,4,"2,647",16,"260,646,662","39,816","10,255,088","1,315,179",,0
Wanna Be,Wanna Be (Alternate Versions),GloRilla,4/3/2024,USUM72403374,433,74.1,66836198,"4,228",57383746,77,"43,174,948","552,134",,,,"130,569,102",37,"6,174",249,5,"1,421,437",22,"16,660,021","5,363","2,437,483","269,767",,1
Don't Let Me Down,Pop Party,The Chainsmokers,1/1/2016,USQX91600011,432,74.1,1888829482,"206,507",80884955,76,"2,813,990,127","18,577,555","1,564,955","439,675,389","6,097,870,496","366,325,473",4,"126,648",72,101,"784,557",55,"768,352,230","344,561",,,,0
DDU-DU DDU-DU,SQUARE UP,BLACKPINK,6/15/2018,KRA401800096,434,74.0,701726499,"51,129",14859569,65,"3,435,321,800","41,630,558","798,667","73,741,892","683,794,564","265,722,945",55,"3,420",26,13,"200,165",17,"13,315,881","51,227",,"1,916,314",,0
telepatï¿½,Sin Miedo (del Amor y Otros Demonios) ï¿½,Kali Uchis,11/18/2020,GBUM72005748,435,73.9,1151629030,"201,783",55679157,77,"456,651,608","6,111,089","1,448,920","467,181,048","3,401,301,248","244,384,379",164,"173,512","1,303",63,"488,896",60,"53,202,036","41,954","18,082,840","6,239,619",,0
Wake Me Up,TRUE,Avicii,1/1/2013,SEUM71301326,436,73.7,2325017580,"347,004",112575684,81,"3,214,634,614","17,924,466","349,966","33,433,988","360,378,218","351,953,763",302,"358,498",230,213,"1,715,157",87,"311,299,334","837,891",,"28,653,448",,0
Overdrive (feat. Norma Jean Martine),Overdrive (feat. Norma Jean Martine),Ofenbach,10/6/2023,FR9W12347222,437,73.6,232417498,"20,983",96389865,80,"59,799,293","367,721","38,115","1,152,032","61,820,477","1,975,097,262",60,"191,891",77,83,"27,260,772",40,"3,871",26,,"3,273,690",,0
Chulo pt.2,Chulopt2,Bad Gyal,6/22/2023,USUM72305143,438,73.6,318567928,"42,351",29908589,69,"313,180,496","1,792,729","263,600","102,425,830","797,526,303","511,333,068",43,"16,430",17,28,"608,263",45,"2,065,718","1,938","937,320","857,885",,1
All Girls Are The Same,All Girls Are The Same,Juice WRLD,4/13/2018,USUG11800651,439,73.5,1615353665,"219,797",40289611,76,"130,721,152","1,378,012","329,183","40,216,565","294,545,167",32,37,610,31,25,"136,348",2,"95,930,512","146,577","229,990,892","3,146,346",,1
Push Up - Main Edit,Push Up - Single,Creeds,3/31/2023,DEE862300564,441,73.4,274229438,"81,319",88956153,77,"22,545,691","353,908","2,001,804","84,624,881","1,182,280,724",,31,"7,748",33,66,"1,432,651",26,"471,372",925,"2,972,813","986,887",,0
Kings & Queens,Kings & Queens,Ava Max,3/12/2020,USAT21906943,440,73.4,955439608,"130,031",24897061,73,"627,987,518","6,208,902","2,483,437","192,674,077","2,036,664,297","2,083,362,305",175,"668,145","1,183",123,"2,128,228",40,"154,195,791","77,421",,"8,517,243",,0
Adore You,Adore You,Harry Styles,12/6/2019,USSM11912588,442,73.2,1670164200,"171,120",93127826,78,"721,445,001","8,290,855","381,926","125,662,413","805,399,161","1,840,306,341",254,"811,625",408,131,"1,195,898",59,"137,719,148","80,750",,"6,307,292",,0
HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,10/4/2019,USSM11904276,443,73.2,1625149693,"304,394",58905241,78,"925,241,514","9,308,268","164,816","74,049,746","713,021,988","179,905,608",211,"83,260",192,67,"491,690",58,"184,172,216","79,322",,"4,613,459",,1
UNAVAILABLE (feat. Musa Keys),Timeless,Davido,3/30/2023,GBARL2300322,444,73.2,155390490,"51,032",16505336,68,"135,400,007","1,021,624","1,871,311","80,258,156","1,043,240,094","42,080,992",99,"40,272",339,33,"903,393",60,"4,099,754","1,865","3,549,319","2,290,047",,1
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",Taki Taki,DJ Snake,9/28/2018,USUG11802029,446,73.0,1570233605,"37,830",10568342,65,"2,737,562,687","21,758,603",,"2,454,022","40,964,161","706,226,678",215,"30,855",,82,"1,470,481",3,"219,869,090","228,956",,"8,754,118",,1
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook,11/20/2022,QZNMY2232113,448,73.0,419016792,"24,878",16888060,42,"299,024,405","6,706,233","3,400,000","417,635,777","5,766,443,841","130,833,442",13,"15,581",42,5,"48,194",16,"1,971,463",929,,"1,878,044",,0
ADIVINO,ADIVINO - Single,Myke Towers,4/25/2024,USWL12401327,449,72.9,118631919,"11,425",115304111,84,"6,595,595","105,964",,,,"5,565,254",75,"3,903",11,39,"3,931,309",37,"1,787,057",310,,"407,768",,1
THE BOX MEDLEY FUNK 2,THE BOX MEDLEY FUNK 2,THE BOX,4/18/2024,BKF5C2400003,450,72.8,51390127,"3,010",33303786,78,"72,074,397","726,118",,,,,18,,,31,"9,657,358",22,,,,"174,720",,0
Cruel Summer,Lover,Taylor Swift,8/23/2019,USUG11901472,451,72.8,2188247133,"121,479",201964859,88,"342,388,433","2,291,619","3,233,521","465,904,062","4,967,025,679","822,448,758",273,"913,464","1,264",122,"21,554,174",117,"60,954,563","84,157","2,171,676","3,476,323",,0
Unforgettable,EPIC AF,French Montana,1/1/2017,USSM11703478,454,72.6,2065697126,"275,044",91691537,82,"2,173,793,028","11,604,315","133,949","68,712,610","631,867,114","402,513,671",191,"105,138",267,114,"739,260",45,"505,767,047","265,307",,,,1
EASY,EASY,LE SSERAFIM,2/19/2024,USA2P2402101,455,72.4,141803939,"7,192",20908017,78,"139,498,636","1,771,124",,"12,990,521","80,625,682","1,978,716,840",20,"2,733",46,4,"169,894",18,"306,385",286,"537,003","190,784",,0
"Peso Pluma: Bzrp Music Sessions, Vol. 55","Peso Pluma: Bzrp Music Sessions, Vol. 55 - Single",Bizarrap,5/31/2023,UYB282301034,456,72.2,434019386,"47,202",14298402,70,"350,630,590","4,153,653",,,,"1,145,717,172",48,"7,265",122,7,"79,313",33,"19,034,872","5,506",,"647,350",,1
Lose My Breath (Feat. Charlie Puth),Lose My Breath,Stray Kids,5/10/2024,US5TA2400074,457,72.0,29994527,"1,665",25533535,57,"39,678,645","1,520,092","38,704","1,533,045","5,347,400","35,590,514",12,"1,664",12,7,"477,416",45,"277,540",314,"119,216","69,265",,0
Move,Move - Single,Adam Port,6/7/2024,DEEC33501508,459,71.9,5917083,"1,348",19711644,67,"1,541,922","39,879","21,800","4,700,915","53,279,473",,45,12,3,14,"669,637",22,"28,895",16,,"196,937",,0
